area,rooms,location,age,price
1842,4,Bangalore,5,16548000.0
1409,1,Chandigarh,8,9035000.0
2488,2,Ranchi,10,7623000.0
1457,4,Guwahati,5,6369000.0
2615,3,Noida,3,19227000.0
916,2,Bangalore,1,7882000.0
1940,2,Jaipur,3,6896000.0
1003,5,Guwahati,1,4482000.0
1257,3,Chennai,6,6741000.0
1466,3,Warangal,14,4371000.0
2788,1,Gurgaon,9,19913000.0
2650,4,Vijayawada,7,11216000.0
2368,6,Chandigarh,2,19275000.0
1821,6,Coimbatore,24,7485000.0
1922,3,Bhubaneswar,10,8360000.0
2623,6,Jaipur,11,8823000.0
2255,3,Mumbai,10,20680000.0
1811,3,Hyderabad,4,13119000.0
2766,4,Gurgaon,2,22126000.0
2329,4,Salem,13,6664000.0
1957,3,Warangal,8,5084000.0
1501,3,Salem,6,5737000.0
1442,6,Udaipur,16,4943000.0
1581,3,Amritsar,1,6925000.0
2097,5,Mumbai,4,21217000.0
2343,4,Chandigarh,1,15678000.0
861,2,Bareilly,0,2820000.0
534,2,Bangalore,50,2377000.0
1181,1,Jamshedpur,7,4644000.0
1535,1,Jamshedpur,14,5771000.0
2577,4,Pune,5,16184000.0
1617,2,Warangal,12,4261000.0
1965,2,Pune,11,11195000.0
2071,2,Tiruchi,50,4438000.0
1134,3,Bhopal,0,5581000.0
2748,2,Mumbai,13,21845000.0
1367,3,Bhopal,7,6266000.0
2813,3,Nagpur,18,10876000.0
1717,3,Visakhapatnam,10,8772000.0
1580,5,Surat,5,8995000.0
1077,6,Vadodara,1,6204000.0
1928,2,Vadodara,3,9969000.0
3265,2,Mysore,6,13611000.0
2068,2,Visakhapatnam,3,10778000.0
1975,3,Kolkata,1,10065000.0
1366,5,Delhi,0,14988000.0
2184,4,Noida,5,17881000.0
1902,3,Visakhapatnam,20,8047000.0
1759,4,Chennai,5,9241000.0
2121,6,Aligarh,3,7269000.0
619,2,Suburban,9,1807000.0
1734,6,Lucknow,31,6233000.0
1021,4,Bareilly,13,3195000.0
1818,2,Srinagar,11,6608000.0
1329,4,Visakhapatnam,8,7265000.0
1373,2,Amritsar,0,5651000.0
933,1,Nashik,28,2796000.0
2525,4,Mysore,1,12160000.0
1359,5,Mumbai,2,13013000.0
1394,3,Ranchi,2,5506000.0
2794,1,Chennai,12,14019000.0
2169,3,Coimbatore,1,12229000.0
500,2,Vijayawada,4,2426000.0
2700,3,Gurgaon,2,22587000.0
2871,3,Suburban,23,5940000.0
2810,4,Pune,0,16172000.0
2234,3,Pune,2,13425000.0
1083,2,Indore,0,5189000.0
1768,4,Delhi,10,13973000.0
858,3,Mumbai,5,8411000.0
1237,3,Agra,18,4062000.0
1077,4,Lucknow,1,5824000.0
1392,3,Varanasi,12,5425000.0
1906,3,Salem,13,6175000.0
1510,3,Tiruchi,1,5842000.0
1482,2,Srinagar,3,6226000.0
1610,3,Chandigarh,1,11283000.0
2774,4,Lucknow,7,15292000.0
3206,6,Lucknow,19,14946000.0
1507,2,Vijayawada,0,6976000.0
2018,5,Guwahati,6,8134000.0
1253,3,Varanasi,27,3765000.0
2298,3,Visakhapatnam,21,11075000.0
1490,2,Kolkata,0,8316000.0
1337,4,Surat,16,6423000.0
3101,3,Gurgaon,2,24020000.0
918,4,Vadodara,2,5489000.0
500,4,Patna,10,2303000.0
2277,6,Coimbatore,12,9963000.0
1561,4,Rural,9,2360000.0
1380,6,Indore,31,4589000.0
3575,3,Hyderabad,10,21237000.0
2274,3,Suburban,12,6427000.0
1761,3,Hyderabad,14,10318000.0
1339,3,Vadodara,6,6824000.0
2089,3,Jamshedpur,6,7937000.0
673,3,Kochi,17,3757000.0
1464,4,Mumbai,13,14835000.0
1775,4,Ludhiana,12,7634000.0
1938,4,Suburban,4,5398000.0
1707,4,Nashik,4,7764000.0
1349,3,Bhopal,1,5262000.0
2398,3,Vadodara,14,9962000.0
726,2,Gurgaon,6,7047000.0
1619,3,Ahmedabad,5,7392000.0
1463,2,Jamshedpur,3,6284000.0
2457,5,Ahmedabad,2,10837000.0
1501,3,Patna,14,6641000.0
2084,1,Pune,8,11027000.0
2016,1,Aligarh,16,5004000.0
607,4,Chandigarh,10,4249000.0
1757,4,Bangalore,25,11064000.0
667,4,Mumbai,23,5519000.0
2028,4,Mysore,10,7680000.0
1325,1,Surat,30,4895000.0
2571,2,Pune,35,9764000.0
1682,3,Chennai,1,10862000.0
1299,2,Bangalore,43,5325000.0
2579,2,Chennai,17,12331000.0
1233,3,Delhi,11,9722000.0
2381,3,Noida,31,12520000.0
2103,5,Kochi,18,9450000.0
1562,2,Nagpur,23,5851000.0
931,3,Nagpur,2,5092000.0
2607,5,Ahmedabad,6,11740000.0
2125,2,Vijayawada,5,8736000.0
1298,5,Jaipur,3,4202000.0
1958,3,Vadodara,3,9854000.0
2454,5,Jaipur,2,9576000.0
1872,4,Mysore,10,8421000.0
1954,4,Rural,12,3122000.0
2470,1,Hyderabad,42,7762000.0
2799,5,Salem,50,5507000.0
1722,3,Delhi,8,12249000.0
930,2,Guwahati,14,3269000.0
953,4,Tiruchi,8,3721000.0
1350,5,Visakhapatnam,1,8001000.0
1192,5,Jaipur,20,3688000.0
706,3,Pune,5,4900000.0
3001,3,Guwahati,5,12108000.0
2143,3,Bangalore,12,14164000.0
1459,3,Kochi,15,7780000.0
1778,3,Bhubaneswar,14,7121000.0
638,3,Mysore,12,2408000.0
2552,4,Gurgaon,14,19754000.0
532,5,Surat,9,3800000.0
2131,2,Hyderabad,4,15559000.0
605,2,Nagpur,6,2993000.0
1530,2,Kochi,37,4816000.0
2607,3,Patna,4,11910000.0
737,2,Kochi,20,3463000.0
1703,4,Ludhiana,11,6799000.0
2208,4,Gurgaon,1,21397000.0
2101,5,Kolkata,0,11708000.0
1845,5,Bangalore,31,9980000.0
2122,2,Indore,8,9890000.0
1402,3,Surat,1,8812000.0
3056,2,Noida,7,21469000.0
753,4,Nagpur,26,2737000.0
2555,4,Vadodara,14,11671000.0
1923,1,Bangalore,0,13456000.0
2201,2,Chennai,9,11142000.0
2316,3,Vijayawada,2,10089000.0
2161,2,Kochi,4,11626000.0
1272,3,Gurgaon,0,10444000.0
1613,1,Delhi,0,15760000.0
856,4,Indore,2,4772000.0
1605,3,Ludhiana,15,6254000.0
2009,3,Nagpur,10,8778000.0
2194,3,Bhubaneswar,1,10400000.0
2054,3,Kolkata,7,8319000.0
659,3,Delhi,1,6978000.0
1434,2,Vadodara,8,6923000.0
1369,3,Chennai,19,6691000.0
948,4,Pune,8,6477000.0
1256,3,Visakhapatnam,2,6576000.0
1800,3,Coimbatore,7,7897000.0
2718,3,Vijayawada,7,10969000.0
1180,3,Raipur,13,3679000.0
1066,3,Lucknow,5,5052000.0
1410,6,Ahmedabad,13,5581000.0
2019,2,Aligarh,6,6201000.0
2595,4,Nashik,13,10251000.0
1743,1,Suburban,10,3852000.0
860,4,Vadodara,9,4020000.0
998,2,Chennai,6,5740000.0
1922,4,Agra,26,4907000.0
2446,3,Ranchi,5,9522000.0
2980,3,Ludhiana,9,11318000.0
1031,3,Kochi,0,6342000.0
1890,4,Pune,21,9167000.0
1130,3,Rajkot,1,5142000.0
1215,2,Jaipur,16,3467000.0
1160,4,Chandigarh,45,5285000.0
1582,3,Agra,3,7788000.0
1226,2,Indore,42,3344000.0
3411,3,Nagpur,0,16318000.0
1501,3,Pune,22,7266000.0
2442,3,Guwahati,2,9584000.0
1371,2,Hyderabad,28,6002000.0
3251,3,Hyderabad,10,20267000.0
2020,4,Delhi,18,13756000.0
2344,2,Varanasi,1,10375000.0
1415,4,Warangal,7,4700000.0
2434,2,Delhi,2,19821000.0
2017,3,Pune,5,11911000.0
1553,3,Gurgaon,17,12903000.0
1098,4,Kolkata,3,6001000.0
1645,2,Ludhiana,14,6294000.0
1589,3,Mumbai,9,15785000.0
2364,5,Vadodara,9,10206000.0
1649,4,Coimbatore,0,8128000.0
550,3,Mumbai,2,6017000.0
2220,3,Gurgaon,27,12695000.0
2640,4,Hubli,6,8546000.0
717,3,Pune,2,5162000.0
2973,3,Warangal,13,8793000.0
2707,3,Jamshedpur,23,8610000.0
1389,3,Chennai,18,6072000.0
1073,5,Mumbai,9,11439000.0
2484,4,Chandigarh,0,17980000.0
909,4,Bhopal,2,4298000.0
1365,3,Bangalore,11,10079000.0
945,6,Delhi,14,8607000.0
1803,3,Delhi,35,8760000.0
2752,1,Amritsar,17,9012000.0
2043,4,Jodhpur,9,6901000.0
2461,3,Agra,11,9461000.0
1571,2,Rajkot,2,6116000.0
1863,1,Gurgaon,2,17020000.0
1002,6,Bangalore,2,8879000.0
1737,4,Hyderabad,18,9006000.0
1315,3,Jaipur,0,4923000.0
1695,3,Gurgaon,21,12154000.0
1651,2,Patna,6,7699000.0
1595,4,Noida,9,10906000.0
3169,3,Chandigarh,18,17903000.0
2948,6,Chandigarh,2,22433000.0
2720,2,Jamshedpur,2,10580000.0
2966,2,Mumbai,8,25404000.0
2722,3,Lucknow,26,9960000.0
1785,4,Vijayawada,10,7978000.0
1718,4,Pondicherry,0,7396000.0
1953,2,Jamshedpur,12,7017000.0
1663,3,Noida,10,12495000.0
1123,2,Chennai,5,6328000.0
1992,3,Bangalore,5,16107000.0
782,2,Kochi,1,4298000.0
1889,5,Vijayawada,0,9658000.0
1153,4,Gurgaon,0,10985000.0
1747,2,Surat,0,9515000.0
1924,3,Jaipur,20,5596000.0
1570,6,Noida,29,8597000.0
733,3,Hyderabad,0,5916000.0
1027,3,Nashik,8,4534000.0
2097,3,Delhi,2,20384000.0
1437,3,Aligarh,8,4524000.0
2164,3,Noida,8,15516000.0
1806,2,Kolkata,1,8284000.0
1671,2,Vadodara,8,7243000.0
2025,4,Ranchi,28,5512000.0
1361,6,Udaipur,0,5259000.0
2060,3,Warangal,9,5981000.0
1527,5,Bangalore,1,13595000.0
3448,5,Chennai,13,18199000.0
1062,3,Delhi,1,9163000.0
1567,3,Bangalore,28,8847000.0
1594,4,Pune,1,9965000.0
921,5,Bangalore,11,7723000.0
2271,5,Gurgaon,50,10224000.0
1521,3,Noida,24,7882000.0
500,3,Gurgaon,34,3106000.0
2251,4,Noida,9,18419000.0
1386,3,Vijayawada,0,6207000.0
1731,5,Mysore,7,8458000.0
2239,3,Bareilly,7,7275000.0
1562,3,Bhubaneswar,5,7511000.0
1557,3,Shimla,22,6835000.0
3402,4,Nashik,27,10777000.0
500,2,Hyderabad,21,2701000.0
964,5,Guntur,3,3742000.0
1090,3,Pune,2,7879000.0
2962,4,Nashik,0,13198000.0
1381,4,Chennai,11,7537000.0
1956,4,Bangalore,11,14782000.0
1491,4,Pune,2,9807000.0
2192,3,Chennai,12,11573000.0
1791,3,Noida,0,15587000.0
1964,3,Delhi,3,17757000.0
2636,3,Vadodara,7,12350000.0
2086,3,Bhubaneswar,1,9744000.0
1322,3,Jodhpur,7,4633000.0
2002,3,Dehradun,2,9432000.0
3372,4,Suburban,3,10719000.0
2167,4,Rural,7,3660000.0
1898,4,Noida,26,9182000.0
909,3,Indore,10,4251000.0
2270,3,Indore,0,11274000.0
2366,1,Visakhapatnam,1,11518000.0
2003,5,Chennai,0,12773000.0
1874,2,Raipur,2,6781000.0
3641,3,Bangalore,5,28425000.0
2356,2,Tiruchi,2,8086000.0
2606,4,Bangalore,7,22401000.0
1843,3,Jamshedpur,20,5294000.0
1714,3,Noida,20,10318000.0
2210,3,Ludhiana,4,9641000.0
1713,2,Jaipur,4,5239000.0
1767,4,Bangalore,16,10794000.0
2101,3,Guntur,6,7783000.0
1466,4,Surat,42,4689000.0
1943,5,Ahmedabad,7,8757000.0
1852,1,Ludhiana,3,8186000.0
2428,3,Chennai,0,12886000.0
1402,2,Mumbai,36,8639000.0
500,5,Bhubaneswar,1,2749000.0
1598,3,Rural,2,2745000.0
2058,2,Salem,0,6880000.0
2426,4,Pondicherry,7,9004000.0
1349,3,Srinagar,6,5317000.0
2152,4,Hyderabad,20,10965000.0
2537,4,Hyderabad,9,16558000.0
2288,6,Hyderabad,10,15578000.0
1286,2,Lucknow,18,5171000.0
1355,2,Kochi,10,6602000.0
2082,5,Vadodara,9,9390000.0
2856,6,Chennai,31,10810000.0
1809,3,Mumbai,6,19680000.0
1692,3,Bangalore,12,14274000.0
909,3,Delhi,5,8451000.0
1563,4,Bhubaneswar,12,6424000.0
1335,4,Hyderabad,0,10431000.0
1817,2,Srinagar,15,5882000.0
816,3,Bangalore,18,5731000.0
1586,2,Indore,25,5435000.0
1144,1,Ahmedabad,8,3980000.0
2411,2,Visakhapatnam,4,12156000.0
1241,2,Hyderabad,15,7543000.0
1427,1,Vadodara,35,3342000.0
1983,3,Nagpur,17,9033000.0
1505,2,Noida,29,8132000.0
3333,4,Kochi,1,17341000.0
2404,4,Hyderabad,30,10115000.0
1811,4,Guwahati,14,6622000.0
2039,4,Bhopal,20,7808000.0
500,4,Bangalore,6,5045000.0
2600,2,Hubli,10,6854000.0
2132,2,Ludhiana,11,8011000.0
1752,6,Hyderabad,8,10826000.0
2167,3,Chennai,1,13112000.0
2247,2,Pune,3,12974000.0
1529,2,Chennai,1,9302000.0
2047,5,Pune,21,9357000.0
2481,2,Srinagar,5,9446000.0
2095,3,Vadodara,4,10240000.0
1635,4,Chennai,2,9114000.0
1992,6,Warangal,14,5173000.0
2698,1,Mumbai,8,24672000.0
2309,3,Nashik,10,9125000.0
1044,6,Coimbatore,16,4637000.0
2181,2,Coimbatore,42,6051000.0
2095,2,Coimbatore,16,9839000.0
2556,2,Kochi,42,7552000.0
1821,3,Tiruchi,14,6351000.0
1559,3,Bhopal,13,7061000.0
910,4,Lucknow,1,5628000.0
1348,3,Vijayawada,1,6718000.0
2585,3,Mangalore,0,11971000.0
1928,3,Raipur,14,6060000.0
1735,6,Nagpur,12,8141000.0
2642,3,Mumbai,11,28086000.0
2508,2,Patna,11,9467000.0
1321,3,Guwahati,13,5149000.0
2580,4,Warangal,21,6084000.0
721,4,Hyderabad,15,4323000.0
2098,4,Bareilly,10,7071000.0
2021,5,Bareilly,2,7670000.0
2547,3,Lucknow,17,11274000.0
2047,1,Delhi,3,16994000.0
1641,6,Ludhiana,13,6920000.0
1692,3,Ludhiana,1,7885000.0
3550,2,Surat,8,18336000.0
1853,3,Jaipur,12,5973000.0
2188,3,Delhi,20,17035000.0
500,3,Nagpur,14,2592000.0
1262,6,Jaipur,19,3747000.0
2137,3,Bangalore,23,13589000.0
750,1,Pune,25,3025000.0
2157,5,Bhubaneswar,25,6772000.0
1328,2,Guwahati,3,5438000.0
1127,4,Jodhpur,19,3839000.0
1326,2,Delhi,0,13316000.0
2792,4,Bangalore,32,14825000.0
2016,5,Chennai,2,12637000.0
1208,2,Suburban,25,2515000.0
2303,2,Kolkata,19,9637000.0
2339,5,Guntur,5,7553000.0
1552,4,Visakhapatnam,39,4900000.0
2423,1,Mumbai,1,24385000.0
2454,2,Indore,4,11804000.0
2353,3,Dehradun,3,11116000.0
1362,5,Delhi,0,11890000.0
1033,2,Bhopal,2,4996000.0
699,4,Jaipur,18,2451000.0
1373,2,Pune,21,6468000.0
1560,3,Surat,16,8255000.0
1613,4,Bhubaneswar,9,6866000.0
1769,2,Raipur,12,5339000.0
2926,2,Hyderabad,10,16977000.0
1579,4,Gurgaon,3,13462000.0
1768,2,Gurgaon,5,13855000.0
618,4,Mysore,20,2651000.0
3248,4,Indore,1,15552000.0
944,3,Gurgaon,0,8739000.0
1340,2,Guwahati,13,5191000.0
2252,3,Mangalore,21,8803000.0
1960,4,Jaipur,11,6733000.0
2868,5,Suburban,17,6856000.0
2268,4,Coimbatore,45,6607000.0
1747,4,Delhi,11,15300000.0
2478,2,Gurgaon,7,19693000.0
2554,2,Coimbatore,50,7118000.0
1370,4,Mysore,11,5625000.0
2425,4,Varanasi,2,10883000.0
1655,3,Pune,13,9324000.0
1732,6,Chandigarh,16,11906000.0
1892,5,Bangalore,0,18868000.0
1552,4,Pondicherry,6,6513000.0
1517,3,Mumbai,35,10419000.0
2440,3,Chennai,20,11758000.0
806,5,Jodhpur,2,3587000.0
1109,3,Mumbai,4,12517000.0
2238,4,Rajkot,12,9022000.0
1752,5,Visakhapatnam,29,6229000.0
2444,3,Lucknow,25,7906000.0
2032,4,Hyderabad,3,13142000.0
933,2,Ahmedabad,13,3899000.0
1840,4,Pune,9,9959000.0
2147,2,Mumbai,5,22285000.0
1952,4,Gurgaon,4,16774000.0
1495,2,Ranchi,8,5136000.0
1621,3,Kochi,10,8781000.0
1435,3,Bhopal,27,3815000.0
938,3,Guntur,16,2673000.0
849,4,Lucknow,0,5282000.0
2053,4,Vadodara,2,9706000.0
1233,4,Bangalore,3,10776000.0
2174,4,Hyderabad,2,13263000.0
1413,5,Vadodara,4,6851000.0
946,3,Delhi,6,7566000.0
1534,3,Mumbai,0,16877000.0
3161,2,Bangalore,0,26404000.0
1737,3,Chennai,13,8510000.0
2219,2,Bangalore,11,18024000.0
1909,3,Chennai,25,8388000.0
886,1,Jamshedpur,37,1871000.0
2741,4,Noida,15,17835000.0
1638,5,Agra,6,6710000.0
948,3,Jodhpur,16,3050000.0
1467,4,Jaipur,10,4841000.0
1665,2,Mangalore,34,4392000.0
2287,4,Vijayawada,28,6815000.0
1357,2,Noida,22,8166000.0
3503,3,Mysore,12,13545000.0
1190,3,Gurgaon,2,10503000.0
2197,2,Jamshedpur,17,6435000.0
516,2,Aligarh,25,1347000.0
1719,4,Jaipur,16,5908000.0
2038,2,Nagpur,10,8145000.0
1072,5,Gurgaon,16,8072000.0
2774,4,Indore,5,12951000.0
2082,3,Pune,1,14066000.0
1593,4,Chandigarh,4,11620000.0
2075,4,Visakhapatnam,23,8207000.0
1414,3,Gurgaon,27,7811000.0
2613,4,Ahmedabad,2,11074000.0
2459,5,Jaipur,1,8920000.0
2042,5,Jaipur,1,8461000.0
2197,5,Hyderabad,9,12680000.0
839,5,Ranchi,3,3241000.0
2753,4,Salem,6,9521000.0
1735,3,Chennai,9,10236000.0
2466,3,Bhopal,0,11167000.0
2287,4,Jaipur,18,6881000.0
2456,5,Vadodara,2,12402000.0
1118,2,Ahmedabad,7,5470000.0
1201,5,Delhi,24,8769000.0
3261,4,Hyderabad,20,14565000.0
812,2,Surat,26,3355000.0
1086,4,Chennai,14,5283000.0
1828,6,Kochi,3,10268000.0
1829,5,Patna,6,8889000.0
1448,2,Mumbai,1,14861000.0
2200,5,Guwahati,5,8103000.0
2386,2,Indore,0,12116000.0
1788,2,Hyderabad,9,9871000.0
1625,2,Chennai,0,9129000.0
1785,3,Suburban,1,4957000.0
1476,4,Gurgaon,10,11768000.0
696,3,Delhi,0,7309000.0
1995,3,Vadodara,14,9616000.0
2297,2,Pune,13,12451000.0
1699,3,Ranchi,29,4586000.0
500,5,Gurgaon,7,5272000.0
1428,4,Bhopal,50,3507000.0
2388,4,Vijayawada,30,8133000.0
865,2,Suburban,6,2611000.0
2252,2,Salem,4,9100000.0
1510,5,Bangalore,8,13297000.0
1787,5,Gurgaon,7,16321000.0
1354,2,Visakhapatnam,2,7417000.0
1061,3,Bangalore,19,7228000.0
2732,3,Noida,1,22993000.0
2330,4,Tiruchi,1,8464000.0
2219,3,Pune,10,12632000.0
2390,4,Indore,3,12030000.0
2126,2,Delhi,25,14669000.0
2413,4,Ludhiana,50,5463000.0
1368,2,Vadodara,2,7312000.0
2695,3,Dehradun,33,8440000.0
2637,3,Pondicherry,18,9132000.0
2047,2,Pune,5,11180000.0
1612,4,Vijayawada,9,6672000.0
1004,2,Suburban,5,3071000.0
1948,5,Udaipur,8,6996000.0
2895,5,Vijayawada,8,12579000.0
1045,4,Nagpur,17,4894000.0
2461,6,Visakhapatnam,13,11519000.0
1493,4,Bhubaneswar,0,7646000.0
1549,3,Pune,4,10138000.0
1035,4,Aligarh,1,4063000.0
1310,1,Ahmedabad,6,5669000.0
2220,4,Surat,7,11204000.0
2301,1,Coimbatore,5,10398000.0
1953,5,Dehradun,2,9514000.0
1474,5,Kochi,5,7287000.0
1082,2,Noida,14,7795000.0
1840,4,Gurgaon,1,16269000.0
1562,4,Udaipur,8,4969000.0
1937,3,Vijayawada,14,7781000.0
1591,1,Chandigarh,2,11669000.0
1607,2,Noida,30,8323000.0
1903,4,Pune,1,13760000.0
2028,3,Indore,2,9700000.0
2595,1,Gurgaon,1,19327000.0
1580,3,Noida,19,9738000.0
2154,4,Pune,1,13124000.0
2972,5,Bhopal,8,12048000.0
2171,4,Chandigarh,26,11830000.0
2556,4,Ranchi,10,9466000.0
1396,4,Chandigarh,5,9760000.0
1331,2,Bhubaneswar,7,6395000.0
1696,2,Vadodara,0,8336000.0
1765,3,Ranchi,8,6677000.0
2496,3,Vijayawada,27,7862000.0
1325,2,Vijayawada,24,4193000.0
1742,4,Suburban,0,4964000.0
2498,4,Bangalore,8,22337000.0
1940,3,Kolkata,1,10244000.0
1792,3,Mumbai,10,17720000.0
1955,3,Guwahati,7,7647000.0
1067,3,Madurai,13,4169000.0
1056,3,Warangal,8,3356000.0
767,3,Varanasi,6,3895000.0
1934,3,Delhi,5,17780000.0
2397,3,Pune,0,16020000.0
2297,4,Bangalore,14,14745000.0
2543,3,Mumbai,2,29181000.0
2745,3,Kolkata,20,10850000.0
1894,3,Vadodara,4,8914000.0
1758,2,Vijayawada,13,8343000.0
2759,4,Agra,47,5535000.0
1344,3,Pune,7,8754000.0
1033,1,Kochi,17,4861000.0
1579,4,Chennai,18,7524000.0
1503,1,Vadodara,0,7042000.0
1831,3,Bhopal,9,7057000.0
1247,4,Gurgaon,4,11398000.0
2040,6,Hyderabad,7,13776000.0
1430,3,Rajkot,4,5978000.0
2598,3,Ahmedabad,9,11523000.0
1023,3,Warangal,27,2518000.0
1709,2,Noida,0,13638000.0
1582,3,Mumbai,2,15418000.0
1950,5,Coimbatore,26,7109000.0
2402,2,Surat,0,12725000.0
1973,3,Gurgaon,5,17063000.0
1716,4,Bangalore,3,14872000.0
2249,3,Nashik,2,9824000.0
2347,4,Ahmedabad,3,10248000.0
1974,4,Delhi,10,17419000.0
2051,3,Patna,41,4705000.0
2220,4,Hyderabad,6,14727000.0
731,4,Hyderabad,7,5371000.0
1571,4,Hyderabad,6,10503000.0
2044,3,Chennai,37,7007000.0
1610,4,Chennai,1,10098000.0
1612,4,Hyderabad,4,10646000.0
2043,3,Jodhpur,0,8263000.0
2058,4,Jamshedpur,5,8567000.0
2103,5,Mumbai,3,22013000.0
1285,4,Bangalore,3,9589000.0
878,5,Bhubaneswar,3,4518000.0
2322,4,Coimbatore,4,13312000.0
1317,3,Pune,3,8002000.0
1272,3,Bhubaneswar,0,6500000.0
1213,3,Jamshedpur,3,5708000.0
2548,5,Jamshedpur,45,5329000.0
1937,4,Delhi,34,10429000.0
2022,3,Amritsar,15,7045000.0
2248,2,Noida,2,17113000.0
1772,4,Pune,10,11296000.0
2458,3,Lucknow,22,9947000.0
1022,5,Ahmedabad,1,5943000.0
1094,3,Vijayawada,9,4671000.0
1058,4,Surat,4,6339000.0
2074,3,Madurai,6,8605000.0
2129,2,Delhi,9,18198000.0
1492,1,Jaipur,7,5035000.0
1648,5,Nashik,30,4828000.0
2624,3,Kolkata,9,11098000.0
1348,3,Nagpur,13,5662000.0
1992,3,Kolkata,9,9430000.0
1354,4,Chennai,6,9171000.0
2512,3,Pune,2,15139000.0
2208,2,Chennai,1,12197000.0
890,2,Srinagar,13,2829000.0
1630,4,Mumbai,1,17870000.0
500,6,Chennai,1,4887000.0
2385,4,Patna,29,7899000.0
3130,5,Jaipur,42,6230000.0
500,5,Noida,11,4634000.0
872,2,Bhubaneswar,0,3890000.0
1908,5,Varanasi,17,7522000.0
1788,1,Mumbai,8,18243000.0
1532,3,Bangalore,17,10929000.0
670,3,Chandigarh,6,5264000.0
2010,4,Indore,16,9008000.0
2376,4,Hyderabad,19,12064000.0
3650,2,Chennai,9,17272000.0
2649,5,Bhubaneswar,41,6967000.0
955,2,Noida,4,7297000.0
1792,6,Bhubaneswar,35,4842000.0
2184,6,Srinagar,0,8202000.0
1352,4,Gurgaon,19,8569000.0
2307,4,Dehradun,9,10794000.0
2257,6,Bhopal,5,11015000.0
2604,2,Mumbai,0,23056000.0
2321,4,Pune,14,14629000.0
1985,3,Pune,13,11159000.0
1385,2,Mumbai,15,11782000.0
959,2,Madurai,16,3357000.0
1942,4,Rajkot,1,7362000.0
1537,2,Guwahati,23,4719000.0
1600,3,Kochi,1,10211000.0
2529,2,Gurgaon,10,17127000.0
2689,3,Agra,19,9150000.0
997,4,Amritsar,50,2462000.0
1663,3,Raipur,2,5946000.0
1518,5,Surat,4,9319000.0
2004,3,Chennai,4,10520000.0
500,2,Bangalore,14,3744000.0
850,5,Indore,8,4162000.0
1723,3,Jaipur,6,6752000.0
2310,5,Warangal,35,4540000.0
1848,2,Suburban,10,4965000.0
2236,4,Mumbai,21,19535000.0
1928,2,Hubli,40,3161000.0
2629,2,Indore,8,11059000.0
2765,6,Varanasi,27,9195000.0
1305,1,Pune,19,6419000.0
2374,3,Pondicherry,50,4485000.0
2130,1,Hyderabad,7,12668000.0
3428,3,Jamshedpur,0,12286000.0
1281,2,Amritsar,1,5244000.0
1724,4,Mumbai,16,15532000.0
1129,3,Vadodara,20,4731000.0
1167,3,Visakhapatnam,5,7105000.0
2050,3,Jodhpur,1,8224000.0
1933,2,Visakhapatnam,14,7889000.0
2151,3,Delhi,12,17187000.0
2137,3,Kochi,0,13242000.0
1646,3,Guwahati,9,5913000.0
1642,4,Bhopal,3,7925000.0
1168,2,Hyderabad,1,9296000.0
1344,3,Hyderabad,2,9194000.0
1763,3,Jaipur,2,7022000.0
1928,3,Surat,2,12246000.0
2262,2,Jaipur,2,8612000.0
2195,4,Pune,9,12696000.0
2812,4,Bhopal,0,13289000.0
1167,4,Guwahati,4,4609000.0
1648,3,Bhopal,1,9127000.0
1224,2,Hyderabad,11,6577000.0
2630,5,Mumbai,35,15559000.0
1473,4,Vadodara,0,8274000.0
2550,5,Suburban,27,6343000.0
2744,2,Pune,17,13157000.0
2068,4,Bhopal,9,7284000.0
1990,2,Kochi,35,5805000.0
1825,5,Dehradun,2,9613000.0
1593,3,Delhi,0,13845000.0
1515,3,Chandigarh,18,7675000.0
1704,5,Ahmedabad,1,7486000.0
2985,3,Chennai,21,13365000.0
1122,4,Jamshedpur,29,3326000.0
1932,2,Pune,3,13068000.0
2262,3,Gurgaon,23,14138000.0
1615,2,Mangalore,9,6728000.0
2070,2,Jodhpur,5,7025000.0
822,4,Nashik,3,4046000.0
2661,3,Gurgaon,18,18803000.0
2535,3,Visakhapatnam,13,11594000.0
1736,4,Hyderabad,22,8495000.0
1228,3,Ludhiana,11,4568000.0
2315,3,Pune,5,12539000.0
1053,4,Hyderabad,5,8045000.0
1146,3,Jamshedpur,29,3494000.0
1765,4,Guwahati,13,6372000.0
2786,3,Shimla,22,10757000.0
2216,6,Delhi,17,16752000.0
1379,5,Bangalore,2,12010000.0
706,4,Ranchi,7,3243000.0
1826,2,Noida,1,12847000.0
1963,4,Jamshedpur,21,6928000.0
1752,4,Gurgaon,9,13922000.0
2974,3,Pune,29,12070000.0
1714,2,Tiruchi,2,6705000.0
500,3,Pune,30,2362000.0
1535,3,Ludhiana,26,4672000.0
2095,3,Gurgaon,2,20575000.0
2051,4,Warangal,17,6033000.0
1685,3,Guwahati,7,5914000.0
1577,2,Chennai,3,9311000.0
500,4,Noida,30,3272000.0
1855,2,Coimbatore,19,7632000.0
1579,4,Mumbai,2,14898000.0
1962,6,Jaipur,36,4810000.0
2119,4,Visakhapatnam,9,10312000.0
2606,3,Delhi,9,22112000.0
1178,5,Ahmedabad,13,5466000.0
958,3,Visakhapatnam,6,4807000.0
1426,3,Chennai,5,8119000.0
1321,3,Chennai,17,6295000.0
